,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,Age_of_House,Years_last_renovation,basement,biggerliving,biggerlot,distance_from_a_city,distance_from_airport
0,2014-12-09,538000.0,-0.26879229878562805,0.37148016399198563,0.7723333713986626,-0.01299985745365053,2.0,0.0,0.0,3,7,98125,0.761987800310105,-0.33158890951062464,1,1,0,0.03320444238320574,0.8796474612730829
1,2015-02-25,180000.0,-1.7188201996458443,-1.7300963092328816,-2.166702314452078,0.3824239845910476,1.0,0.0,0.0,3,6,98028,1.071961200469891,1.1208827001143162,0,0,1,0.2234520565104838,1.0060264268711396
2,2014-12-09,604000.0,0.7600188696493425,1.1170262826877917,0.11159771762617159,-0.48506399037727227,1.0,0.0,0.0,5,7,98136,0.45873841546483346,0.5146023239055584,1,1,0,-0.2174856047102881,-0.9723050979044104
3,2015-02-18,510000.0,-0.26879229878562805,0.06623804607535776,-0.26429656313825634,0.12276217977773513,1.0,0.0,0.0,3,8,98074,-0.22435585948844677,-0.16075851416458548,0,0,1,-0.07822928340140707,0.6552935591686485
4,2014-05-12,1230000.0,0.7600188696493425,2.1678145193002254,2.591907065834862,2.874929612279966,1.0,0.0,0.0,3,11,98053,-0.9626016921279765,-0.8906465289152934,1,1,0,0.33384347292026967,0.9697754617090055
5,2014-06-27,257500.0,-0.26879229878562805,0.37148016399198563,-0.2140167191464374,-0.08833673643505245,2.0,0.0,0.0,3,7,98003,-0.5956149369353916,-0.5278144987911084,0,0,0,1.4393728222189426,-0.41476496099913446
6,2015-01-15,291850.0,-0.26879229878562805,-0.6793080726204479,-1.3872800668415133,0.3470648359560289,1.0,0.0,0.0,3,7,98198,0.5065019116612688,0.561825080709648,0,0,0,0.8499249256589433,-2.8238168673634556
7,2015-04-15,229500.0,-0.26879229878562805,-1.7300963092328816,-0.1233043467061363,0.02560299817380134,1.0,0.0,0.0,3,7,98146,0.575093137530705,0.6296397725991522,1,0,0,-0.21481500960687885,-1.5219852585059832
8,2015-03-12,323000.0,-0.26879229878562805,0.6445285428604577,0.022915725019804156,-0.13707985845036186,2.0,0.0,0.0,3,7,98038,-1.111336585283301,-1.037697566780489,0,0,0,1.2819403112970023,0.27289432628512866
9,2014-05-27,468000.0,-1.7188201996458443,-1.7300963092328816,-1.1674478753599713,-0.25022565294129756,1.0,0.0,0.0,4,7,98115,0.9259360057658584,0.9765106837020626,1,0,0,-0.3539541109463551,0.6661815868273687
10,2014-05-28,310000.0,-0.26879229878562805,-1.7300963092328816,-0.6571838467450565,1.1813801358764249,1.5,0.0,0.0,4,7,98028,1.1611432892088025,1.2090551418986901,0,0,1,0.4060834942261342,1.1117955117625562
